Año,Pagina,Frecuencia_Año_En_Pagina,Personas_Mencionadas,Tema_Dominante_Pagina
1990,323,1,,
1990,346,1,,Ámbito Legal
1990,2406,1,,
1990,2427,1,,
1990,2840,2,,
1990,2844,1,,Ámbito Legal
1990,2855,1,,Ámbito Legal
1990,3161,1,,Ámbito Legal
1991,251,1,Jeffrey Epstein,Abuso / Menores
1991,1336,1,Jeffrey Epstein,Abuso / Menores
1991,1681,3,,Abuso / Menores
1991,2326,1,,
1991,2533,2,,Ámbito Legal
1991,2537,2,Ghislaine Maxwell,Ámbito Legal
1991,2832,1,,Ámbito Legal
1991,2918,1,,Ámbito Legal
1991,3646,3,,Abuso / Menores
1991,3839,1,,
1991,4332,3,,Abuso / Menores
1991,4381,1,Jeffrey Epstein,
1992,323,1,,
1992,354,1,Jeffrey Epstein,Ámbito Legal
1992,505,1,Jeffrey Epstein,Ámbito Legal
1992,907,1,Prince Andrew,Abuso / Menores
1992,909,1,Jeffrey Epstein; Ghislaine Maxwell,Abuso / Menores
1992,1106,1,Jeffrey Epstein,
1992,1107,1,Jeffrey Epstein,
1992,1132,1,Prince Andrew; Alan Dershowitz,Abuso / Menores
1992,1671,1,Jeffrey Epstein,Ámbito Legal
1992,1680,2,,Abuso / Menores
1992,1681,2,,Abuso / Menores
1992,2326,1,,
1992,2491,1,,
1992,2513,1,,Ámbito Legal
1992,2531,1,,
1992,2533,1,,Ámbito Legal
1992,2535,1,,Ámbito Legal
1992,3196,1,,
1992,3555,2,,
1992,3556,2,,
1992,3557,1,,
1992,3566,1,Jeffrey Epstein,Abuso / Menores
1992,3641,2,,Abuso / Menores
1992,3646,2,,Abuso / Menores
1992,3955,1,Jeffrey Epstein,Logística / Aviones
1992,4310,5,,
1992,4312,1,Jeffrey Epstein,Ámbito Legal
1992,4331,2,,Abuso / Menores
1992,4332,2,,Abuso / Menores
1992,4410,1,Jeffrey Epstein,Ámbito Legal
1993,385,2,,Ámbito Legal
1993,1551,2,,
1993,1745,1,,Propiedades
1993,1931,2,,
1993,1950,2,,
1993,1959,1,Jeffrey Epstein,Propiedades
1993,2187,1,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
1993,2263,1,,
1993,2277,1,,
1993,2371,2,,
1993,2407,1,,
1993,2424,1,,Ámbito Legal
1993,2489,2,,
1993,2513,2,,Ámbito Legal
1993,2531,2,,
1993,2535,2,,Ámbito Legal
1993,2701,1,Jeffrey Epstein,Ámbito Legal
1993,3110,1,,Ámbito Legal
1993,3194,2,,
1993,3444,1,,
1993,3457,1,,Ámbito Legal
1993,3517,1,,
1993,3530,1,,Ámbito Legal
1994,228,1,,Propiedades
1994,321,1,,
1994,323,3,,
1994,334,1,,
1994,337,2,,
1994,353,1,,Ámbito Legal
1994,1313,1,,Propiedades
1994,1647,1,,Ámbito Legal
1994,1648,1,Johanna Sjoberg,Ámbito Legal
1994,1809,1,,
1994,1954,1,,Abuso / Menores
1994,1959,1,Jeffrey Epstein,Propiedades
1994,1960,1,,Propiedades
1994,2043,1,Jeffrey Epstein,Ámbito Legal
1994,2048,1,,Ámbito Legal
1994,2049,1,,Ámbito Legal
1994,2340,1,,Abuso / Menores
1994,2378,1,,Abuso / Menores
1994,2459,1,,
1994,2514,1,,Ámbito Legal
1994,2531,1,,
1994,2840,1,,
1994,2855,1,,Ámbito Legal
1994,3110,1,,Ámbito Legal
1994,3948,1,Prince Andrew; Leslie Wexner,
1994,4408,1,Prince Andrew; Leslie Wexner,Ámbito Legal
1995,386,1,,Ámbito Legal
1995,946,1,,
1995,1131,2,,Ámbito Legal
1995,1132,1,Prince Andrew; Alan Dershowitz,Abuso / Menores
1995,1137,1,,Ámbito Legal
1995,1656,1,,
1995,1904,2,Ghislaine Maxwell,
1995,1931,1,,
1995,1951,1,,Abuso / Menores
1995,1960,2,,Propiedades
1995,2176,2,Ghislaine Maxwell,
1995,2264,2,Jeffrey Epstein; Alan Dershowitz,
1995,2275,2,,Abuso / Menores
1995,2371,1,,
1995,2407,2,,
1995,2422,2,,
1995,2514,1,,Ámbito Legal
1995,2531,1,,
1995,2737,1,,Abuso / Menores
1995,3037,2,,
1995,3158,1,,Ámbito Legal
1995,3162,1,Jeffrey Epstein,Ámbito Legal
1995,3403,2,,
1995,3418,2,,
1995,3502,2,Jeffrey Epstein,Ámbito Legal
1995,3948,1,Prince Andrew; Leslie Wexner,
1995,4408,1,Prince Andrew; Leslie Wexner,Ámbito Legal
1996,386,1,,Ámbito Legal
1996,549,1,,Ámbito Legal
1996,554,7,Jeffrey Epstein; Ghislaine Maxwell,Logística / Aviones
1996,555,1,Jeffrey Epstein,Abuso / Menores
1996,574,1,,Ámbito Legal
1996,586,1,,Ámbito Legal
1996,650,1,,Propiedades
1996,651,1,,Propiedades
1996,668,1,,
1996,815,2,,
1996,819,2,Bill Clinton,
1996,820,1,,
1996,821,1,,Ámbito Legal
1996,822,1,,Propiedades
1996,824,1,Jeffrey Epstein; Alan Dershowitz,Propiedades
1996,826,1,,
1996,827,1,Ghislaine Maxwell; Prince Andrew,Ámbito Legal
1996,962,1,,
1996,963,1,Ghislaine Maxwell; Prince Andrew,Ámbito Legal
1996,1745,1,,Propiedades
1996,1761,1,Jeffrey Epstein; Bill Clinton,Ámbito Legal
1996,1960,2,,Propiedades
1996,1965,2,Ghislaine Maxwell,Ámbito Legal
1996,1988,1,Jeffrey Epstein; Ghislaine Maxwell,Propiedades
1996,2053,1,,Abuso / Menores
1996,2091,1,,Ámbito Legal
1996,2104,1,,Ámbito Legal
1996,2263,2,,
1996,2265,2,Alan Dershowitz,Ámbito Legal
1996,2266,1,,Abuso / Menores
1996,2274,2,,Ámbito Legal
1996,2538,1,Bill Clinton; Alan Dershowitz,Propiedades
1996,2626,2,,
1996,2639,1,,
1996,2918,1,,Ámbito Legal
1996,2974,2,,
1996,2982,1,Alan Dershowitz,Ámbito Legal
1996,2999,1,,Propiedades
1996,3000,1,,Propiedades
1996,3017,1,,
1996,3403,2,,
1996,3418,2,,
1996,3472,1,Ghislaine Maxwell,
1996,4467,7,,Ámbito Legal
1996,4513,1,Ghislaine Maxwell,Abuso / Menores
1997,7,1,,
1997,28,1,Jeffrey Epstein,Ámbito Legal
1997,323,2,,
1997,337,2,,
1997,395,1,,
1997,403,1,Jeffrey Epstein,Ámbito Legal
1997,424,1,,
1997,432,1,Jeffrey Epstein,Ámbito Legal
1997,454,1,,
1997,462,1,,Ámbito Legal
1997,468,1,,
1997,484,1,,Ámbito Legal
1997,511,2,Jeffrey Epstein,Ámbito Legal
1997,1656,1,,
1997,1745,1,,Propiedades
1997,1777,2,,Ámbito Legal
1997,1931,2,,
1997,1932,1,,
1997,1934,2,Virginia Giuffre,
1997,1960,2,,Propiedades
1997,1963,1,,
1997,1988,1,Jeffrey Epstein; Ghislaine Maxwell,Propiedades
1997,2009,2,,Propiedades
1997,2017,1,,Propiedades
1997,2046,2,,
1997,2048,2,,Ámbito Legal
1997,2049,2,,Ámbito Legal
1997,2263,1,,
1997,2269,1,Jeffrey Epstein; Alan Dershowitz,Abuso / Menores
1997,2536,1,,Ámbito Legal
1997,2743,1,Jeffrey Epstein; Bill Clinton,Ámbito Legal
1997,2840,2,,
1997,2846,1,Jeffrey Epstein,Ámbito Legal
1997,2849,1,,Propiedades
1997,3037,1,,
1997,3107,1,,Ámbito Legal
1997,3159,1,,Ámbito Legal
1997,3444,1,,
1997,3467,2,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
1997,3517,1,,
1997,3540,2,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
1998,262,1,,Propiedades
1998,321,1,,
1998,323,1,,
1998,332,1,,
1998,345,1,,Ámbito Legal
1998,640,1,,Abuso / Menores
1998,641,2,Jeffrey Epstein,Propiedades
1998,643,2,Jeffrey Epstein,
1998,644,1,Jeffrey Epstein; Alan Dershowitz,
1998,659,1,,
1998,665,1,,Propiedades
1998,666,1,,Propiedades
1998,667,1,,Abuso / Menores
1998,668,1,,
1998,671,1,Jeffrey Epstein,
1998,679,1,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew; Bill Clinton; Alan Dershowitz,
1998,822,1,,Propiedades
1998,828,1,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew; Alan Dershowitz,Abuso / Menores
1998,964,1,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew; Alan Dershowitz,Abuso / Menores
1998,1057,2,Jeffrey Epstein,Ámbito Legal
1998,1114,2,,
1998,1133,2,,Abuso / Menores
1998,1136,1,Alan Dershowitz,Ámbito Legal
1998,1639,1,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre; Bill Clinton; Alan Dershowitz,Ámbito Legal
1998,1656,2,,
1998,1745,2,,Propiedades
1998,1806,1,,Ámbito Legal
1998,1807,1,,
1998,1960,2,,Propiedades
1998,1988,1,Jeffrey Epstein; Ghislaine Maxwell,Propiedades
1998,1989,1,Jeffrey Epstein,Ámbito Legal
1998,1991,2,Jeffrey Epstein; Prince Andrew,Propiedades
1998,2030,2,,Propiedades
1998,2031,1,,
1998,2048,1,,Ámbito Legal
1998,2335,2,,Ámbito Legal
1998,2338,1,,Abuso / Menores
1998,2456,1,,Ámbito Legal
1998,2457,1,,
1998,2541,1,,Ámbito Legal
1998,2556,2,,
1998,2559,1,,Ámbito Legal
1998,2618,2,,Abuso / Menores
1998,2619,1,Jeffrey Epstein,Propiedades
1998,2620,1,,
1998,2621,2,Jeffrey Epstein,Abuso / Menores
1998,2632,1,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
1998,2637,1,,Propiedades
1998,2638,2,,Abuso / Menores
1998,2639,1,,
1998,2641,1,,
1998,2649,1,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew; Bill Clinton; Alan Dershowitz,
1998,2989,1,,Abuso / Menores
1998,2990,2,Jeffrey Epstein,Propiedades
1998,2992,2,Jeffrey Epstein,
1998,2993,1,Jeffrey Epstein; Alan Dershowitz,
1998,3008,1,,
1998,3014,1,,Propiedades
1998,3015,1,,Propiedades
1998,3016,1,,Abuso / Menores
1998,3017,1,,
1998,3020,1,Jeffrey Epstein,
1998,3028,1,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew; Bill Clinton; Alan Dershowitz,
1998,3202,2,,
1998,3205,1,,Ámbito Legal
1998,3288,2,,
1998,4470,1,Jeffrey Epstein,Ámbito Legal
1998,4505,3,,Propiedades
1999,296,4,,
1999,300,4,Jeffrey Epstein,Abuso / Menores
1999,301,3,Virginia Giuffre; Alan Dershowitz,
1999,302,2,Jeffrey Epstein,
1999,303,1,,
1999,304,2,Jeffrey Epstein,
1999,321,2,,
1999,323,2,,
1999,335,1,,
1999,341,2,,
1999,354,1,Jeffrey Epstein,Ámbito Legal
1999,389,2,Ghislaine Maxwell,
1999,476,1,,Propiedades
1999,484,1,,Ámbito Legal
1999,554,1,Jeffrey Epstein; Ghislaine Maxwell,Logística / Aviones
1999,595,1,Ghislaine Maxwell,Ámbito Legal
1999,597,2,,
1999,598,1,,Ámbito Legal
1999,602,1,,Ámbito Legal
1999,612,2,,Ámbito Legal
1999,653,1,Ghislaine Maxwell,Propiedades
1999,656,1,Jeffrey Epstein,Abuso / Menores
1999,666,1,,Propiedades
1999,669,1,Jeffrey Epstein,
1999,671,1,Jeffrey Epstein,
1999,672,1,,
1999,814,1,Ghislaine Maxwell,
1999,818,1,Jeffrey Epstein; Annie Farmer,Ámbito Legal
1999,827,1,Ghislaine Maxwell; Prince Andrew,Ámbito Legal
1999,933,2,Jeffrey Epstein,Ámbito Legal
1999,939,3,Ghislaine Maxwell,Propiedades
1999,950,1,Ghislaine Maxwell,
1999,963,1,Ghislaine Maxwell; Prince Andrew,Ámbito Legal
1999,1022,2,,
1999,1025,1,,Abuso / Menores
1999,1045,2,,Ámbito Legal
1999,1054,1,,Ámbito Legal
1999,1060,1,,Ámbito Legal
1999,1104,4,,Ámbito Legal
1999,1107,1,Jeffrey Epstein,
1999,1133,3,,Abuso / Menores
1999,1214,3,Ghislaine Maxwell,Propiedades
1999,1257,2,,
1999,1260,1,,Abuso / Menores
1999,1279,1,,Ámbito Legal
1999,1280,1,,Ámbito Legal
1999,1519,1,Jeffrey Epstein; Prince Andrew,Abuso / Menores
1999,1528,1,Jeffrey Epstein; Prince Andrew,Abuso / Menores
1999,1545,1,,Propiedades
1999,1639,2,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre; Bill Clinton; Alan Dershowitz,Ámbito Legal
1999,1642,2,Jeffrey Epstein,Abuso / Menores
1999,1707,1,Jeffrey Epstein,Ámbito Legal
1999,1760,1,Ghislaine Maxwell,
1999,1761,1,Jeffrey Epstein; Bill Clinton,Ámbito Legal
1999,1807,1,,
1999,1929,1,,
1999,1931,2,,
1999,1933,1,,
1999,1947,1,,
1999,1948,3,,
1999,1949,1,,
1999,1950,2,,
1999,1952,1,,Abuso / Menores
1999,1953,1,,
1999,1954,2,,Abuso / Menores
1999,1956,2,,Abuso / Menores
1999,1958,1,,Abuso / Menores
1999,1959,1,Jeffrey Epstein,Propiedades
1999,1960,3,,Propiedades
1999,1966,1,Alan Dershowitz,Ámbito Legal
1999,1968,2,,Abuso / Menores
1999,1989,3,Jeffrey Epstein,Ámbito Legal
1999,1990,1,Jeffrey Epstein,
1999,2050,2,,
1999,2056,2,Jeffrey Epstein,Ámbito Legal
1999,2058,4,Jeffrey Epstein,
1999,2271,1,Virginia Giuffre; Prince Andrew,Ámbito Legal
1999,2333,2,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
1999,2334,5,,Abuso / Menores
1999,2335,3,,Ámbito Legal
1999,2338,5,,Abuso / Menores
1999,2340,1,,Abuso / Menores
1999,2370,2,Jeffrey Epstein,Ámbito Legal
1999,2374,2,,
1999,2375,3,,Abuso / Menores
1999,2378,2,,Abuso / Menores
1999,2457,1,,
1999,2483,3,Jeffrey Epstein,Propiedades
1999,2487,1,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
1999,2488,4,,
1999,2489,1,,
1999,2491,1,,
1999,2538,1,Bill Clinton; Alan Dershowitz,Propiedades
1999,2540,1,Ghislaine Maxwell,Ámbito Legal
1999,2629,1,Jeffrey Epstein,Abuso / Menores
1999,2637,1,,Propiedades
1999,2640,1,Jeffrey Epstein,
1999,2642,2,Jeffrey Epstein,
1999,2723,1,Jeffrey Epstein; Ghislaine Maxwell,Abuso / Menores
1999,2724,1,Jeffrey Epstein; Ghislaine Maxwell; Bill Clinton,Ámbito Legal
1999,2755,1,Jeffrey Epstein; Ghislaine Maxwell,Propiedades
1999,2916,1,,Ámbito Legal
1999,2981,1,Ghislaine Maxwell,
1999,3002,1,Ghislaine Maxwell,Propiedades
1999,3005,1,Jeffrey Epstein,Abuso / Menores
1999,3015,1,,Propiedades
1999,3018,1,Jeffrey Epstein,
1999,3020,1,Jeffrey Epstein,
1999,3021,1,,
1999,3040,1,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
1999,3102,1,,
1999,3103,1,Jeffrey Epstein; Ghislaine Maxwell,
1999,3188,3,Jeffrey Epstein,Propiedades
1999,3192,1,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
1999,3193,4,,
1999,3194,1,,
1999,3196,1,,
1999,3216,1,Ghislaine Maxwell; Virginia Giuffre,
1999,3217,3,Jeffrey Epstein,Ámbito Legal
1999,3218,3,,
1999,3219,1,Jeffrey Epstein,
1999,3223,2,,Ámbito Legal
1999,3225,1,,Ámbito Legal
1999,3288,2,,
1999,3403,1,,
1999,3407,1,,Ámbito Legal
1999,3409,2,Ghislaine Maxwell; Virginia Giuffre,
1999,3415,1,,Ámbito Legal
1999,3475,1,,
1999,3668,1,Jeffrey Epstein,Propiedades
1999,3885,1,,
1999,3886,1,Jeffrey Epstein,Ámbito Legal
1999,3910,1,,Ámbito Legal
1999,4107,1,Jeffrey Epstein; Ghislaine Maxwell; Alan Dershowitz,
1999,4133,1,Prince Andrew,
1999,4163,1,,
1999,4164,2,,
1999,4165,1,,Ámbito Legal
1999,4248,1,,Abuso / Menores
1999,4250,1,,
1999,4261,1,,Propiedades
1999,4338,1,Jeffrey Epstein,Propiedades
1999,4392,2,Jeffrey Epstein,Ámbito Legal
1999,4398,1,Jeffrey Epstein,Ámbito Legal
1999,4436,1,,Propiedades
1999,4468,1,Jeffrey Epstein,Ámbito Legal
1999,4475,1,Alan Dershowitz,Ámbito Legal
1999,4476,1,Alan Dershowitz,Ámbito Legal
1999,4482,1,Ghislaine Maxwell,Ámbito Legal
1999,4500,1,Alan Dershowitz; David Copperfield,Ámbito Legal
1999,4502,1,,Propiedades
1999,4504,1,Ghislaine Maxwell,Propiedades
1999,4505,9,,Propiedades
1999,4511,2,Ghislaine Maxwell,Abuso / Menores
2000,240,1,,Propiedades
2000,296,1,,
2000,386,3,,Ámbito Legal
2000,468,1,,
2000,473,1,,
2000,487,1,,Propiedades
2000,612,2,,Ámbito Legal
2000,641,1,Jeffrey Epstein,Propiedades
2000,650,1,,Propiedades
2000,815,2,,
2000,856,1,Jeffrey Epstein,Propiedades
2000,930,1,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre,Ámbito Legal
2000,931,2,Jeffrey Epstein,Ámbito Legal
2000,952,1,Alan Dershowitz,Propiedades
2000,1022,1,,
2000,1043,1,,
2000,1056,3,,Ámbito Legal
2000,1073,1,,Ámbito Legal
2000,1108,1,Jeffrey Epstein; Johanna Sjoberg,Ámbito Legal
2000,1133,1,,Abuso / Menores
2000,1134,1,Bill Clinton,Logística / Aviones
2000,1257,1,,
2000,1278,1,,
2000,1325,1,,Propiedades
2000,1561,1,,
2000,1635,1,Jeffrey Epstein,
2000,1642,1,Jeffrey Epstein,Abuso / Menores
2000,1680,1,,Abuso / Menores
2000,1751,1,,Propiedades
2000,1904,1,Ghislaine Maxwell,
2000,1952,2,,Abuso / Menores
2000,1959,2,Jeffrey Epstein,Propiedades
2000,1960,2,,Propiedades
2000,1961,2,Al Gore,Abuso / Menores
2000,2176,1,Ghislaine Maxwell,
2000,2266,2,,Abuso / Menores
2000,2328,1,Ghislaine Maxwell,
2000,2342,15,Jeffrey Epstein; Ghislaine Maxwell,Abuso / Menores
2000,2343,15,Jeffrey Epstein; Ghislaine Maxwell,Abuso / Menores
2000,2380,10,Jeffrey Epstein; Ghislaine Maxwell,Abuso / Menores
2000,2381,10,Jeffrey Epstein; Ghislaine Maxwell,Abuso / Menores
2000,2382,5,Jeffrey Epstein; Ghislaine Maxwell,Abuso / Menores
2000,2383,5,Jeffrey Epstein; Ghislaine Maxwell,Abuso / Menores
2000,2384,1,Ghislaine Maxwell; Bill Clinton,Propiedades
2000,2406,1,,
2000,2420,1,,Ámbito Legal
2000,2482,2,Ghislaine Maxwell; Virginia Giuffre,
2000,2483,3,Jeffrey Epstein,Propiedades
2000,2488,2,,
2000,2529,1,,Ámbito Legal
2000,2530,1,,Ámbito Legal
2000,2532,1,,Ámbito Legal
2000,2538,1,Bill Clinton; Alan Dershowitz,Propiedades
2000,2539,2,Bill Clinton; Alan Dershowitz,Propiedades
2000,2557,1,,Propiedades
2000,2559,3,,Ámbito Legal
2000,2560,1,Jeffrey Epstein,Ámbito Legal
2000,2727,1,,Ámbito Legal
2000,2736,1,,Logística / Aviones
2000,2738,1,,Ámbito Legal
2000,2754,3,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew,Abuso / Menores
2000,2840,1,,
2000,2847,1,Jeffrey Epstein,Ámbito Legal
2000,2990,1,Jeffrey Epstein,Propiedades
2000,2999,1,,Propiedades
2000,3119,1,,
2000,3129,1,Ghislaine Maxwell,Abuso / Menores
2000,3132,2,,Abuso / Menores
2000,3155,2,Jeffrey Epstein,Ámbito Legal
2000,3157,1,Jeffrey Epstein,Ámbito Legal
2000,3158,2,,Ámbito Legal
2000,3161,1,,Ámbito Legal
2000,3164,2,Jeffrey Epstein,Ámbito Legal
2000,3187,2,Ghislaine Maxwell; Virginia Giuffre,
2000,3188,3,Jeffrey Epstein,Propiedades
2000,3193,2,,
2000,3203,1,,Propiedades
2000,3205,3,,Ámbito Legal
2000,3206,1,Jeffrey Epstein,Ámbito Legal
2000,3269,4,,Logística / Aviones
2000,3270,2,Prince Andrew,Abuso / Menores
2000,3327,1,,
2000,3356,1,,
2000,3445,2,,
2000,3467,2,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
2000,3518,2,,
2000,3540,2,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
2000,3562,1,Jeffrey Epstein,Propiedades
2000,3641,1,,Abuso / Menores
2000,3827,2,,Ámbito Legal
2000,3887,1,Jeffrey Epstein,
2000,3948,1,Prince Andrew; Leslie Wexner,
2000,4016,1,,Ámbito Legal
2000,4021,3,,Abuso / Menores
2000,4022,5,,Abuso / Menores
2000,4311,1,Jeffrey Epstein; Virginia Giuffre,Ámbito Legal
2000,4331,1,,Abuso / Menores
2000,4378,2,,Ámbito Legal
2000,4393,1,Jeffrey Epstein,Ámbito Legal
2000,4408,1,Prince Andrew; Leslie Wexner,Ámbito Legal
2000,4432,3,,Abuso / Menores
2000,4436,2,,Propiedades
2000,4445,1,,Ámbito Legal
2000,4446,2,,Ámbito Legal
2000,4447,7,Virginia Giuffre; Alan Dershowitz,Propiedades
2000,4448,2,Ghislaine Maxwell,Ámbito Legal
2000,4449,2,,Propiedades
2000,4454,5,,Propiedades
2000,4455,1,,Ámbito Legal
2000,4456,3,,Abuso / Menores
2000,4457,5,,Propiedades
2000,4458,1,Alan Dershowitz,Propiedades
2000,4459,5,,Propiedades
2000,4462,7,,Ámbito Legal
2000,4463,1,,Abuso / Menores
2000,4477,5,Alan Dershowitz,Propiedades
2000,4479,1,,Propiedades
2000,4480,1,Bill Clinton,Propiedades
2000,4488,3,Ghislaine Maxwell,Abuso / Menores
2000,4491,3,Ghislaine Maxwell; Prince Andrew,Abuso / Menores
2000,4499,1,,Ámbito Legal
2000,4505,1,,Propiedades
2000,4507,2,Prince Andrew,Propiedades
2000,4511,1,Ghislaine Maxwell,Abuso / Menores
2000,4512,1,Ghislaine Maxwell,Ámbito Legal
2000,4633,1,,
2001,7,1,,
2001,16,2,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew,Abuso / Menores
2001,26,1,,Ámbito Legal
2001,44,1,Ghislaine Maxwell,Propiedades
2001,51,1,,Ámbito Legal
2001,53,1,Jeffrey Epstein,Ámbito Legal
2001,66,1,,Ámbito Legal
2001,324,1,,
2001,341,1,,
2001,377,3,Jeffrey Epstein,Propiedades
2001,384,1,Jeffrey Epstein,Ámbito Legal
2001,476,1,,Propiedades
2001,511,1,Jeffrey Epstein,Ámbito Legal
2001,522,3,Jeffrey Epstein; Virginia Giuffre,Propiedades
2001,602,3,,Ámbito Legal
2001,608,1,,
2001,637,2,,Ámbito Legal
2001,817,1,Alan Dershowitz,Ámbito Legal
2001,1028,1,,Abuso / Menores
2001,1041,1,,Ámbito Legal
2001,1057,1,Jeffrey Epstein,Ámbito Legal
2001,1072,1,,Ámbito Legal
2001,1075,1,,Ámbito Legal
2001,1076,1,,Propiedades
2001,1110,2,,Ámbito Legal
2001,1111,4,Prince Andrew,
2001,1112,4,,
2001,1113,4,,
2001,1114,2,,
2001,1135,1,Prince Andrew,Ámbito Legal
2001,1263,1,,Abuso / Menores
2001,1276,1,,
2001,1559,1,,
2001,1561,1,,
2001,1565,1,,
2001,1658,2,Jeffrey Epstein; Ghislaine Maxwell; Prince Andrew; Johanna Sjoberg,Abuso / Menores
2001,1681,1,,Abuso / Menores
2001,1684,1,Jeffrey Epstein; Prince Andrew,Ámbito Legal
2001,1745,2,,Propiedades
2001,1764,1,Jeffrey Epstein; Ghislaine Maxwell; Johanna Sjoberg,Ámbito Legal
2001,1770,1,Ghislaine Maxwell,Abuso / Menores
2001,1777,1,,Ámbito Legal
2001,1786,1,,Ámbito Legal
2001,1796,1,,Abuso / Menores
2001,1859,1,Ghislaine Maxwell,Propiedades
2001,1867,1,,Ámbito Legal
2001,1989,3,Jeffrey Epstein,Ámbito Legal
2001,2053,1,,Abuso / Menores
2001,2068,1,Ghislaine Maxwell,Propiedades
2001,2146,1,Ghislaine Maxwell,Propiedades
2001,2221,1,Ghislaine Maxwell,Propiedades
2001,2262,1,,
2001,2263,1,,
2001,2266,1,,Abuso / Menores
2001,2276,1,,Ámbito Legal
2001,2277,1,,
2001,2309,1,Jeffrey Epstein; Alan Dershowitz,Propiedades
2001,2406,1,,
2001,2407,2,,
2001,2408,1,Alan Dershowitz,
2001,2423,1,,
2001,2424,1,,Ámbito Legal
2001,2425,2,,Ámbito Legal
2001,2430,1,,
2001,2483,1,Jeffrey Epstein,Propiedades
2001,2539,2,Bill Clinton; Alan Dershowitz,Propiedades
2001,2615,2,,Ámbito Legal
2001,2736,1,,Logística / Aviones
2001,2753,1,Bill Clinton; Al Gore,Propiedades
2001,2918,1,,Ámbito Legal
2001,2986,2,,Ámbito Legal
2001,3038,1,Jeffrey Epstein; Ghislaine Maxwell,Ámbito Legal
2001,3131,2,,
2001,3152,1,Jeffrey Epstein,Ámbito Legal
2001,3188,1,Jeffrey Epstein,Propiedades
2001,3314,1,,Ámbito Legal
2001,3403,2,,
2001,3404,1,,
2001,3414,1,,Ámbito Legal
2001,3418,2,,
2001,3502,1,Jeffrey Epstein,Ámbito Legal
2001,3611,1,,
2001,3646,1,,Abuso / Menores
2001,3657,1,Prince Andrew,
2001,3671,1,,Propiedades
2001,3887,1,Jeffrey Epstein,
2001,3888,2,Jeffrey Epstein,Ámbito Legal
2001,3933,1,,Propiedades
2001,4189,1,Prince Andrew,Propiedades
2001,4267,1,Jeffrey Epstein; Prince Andrew,Ámbito Legal
2001,4324,1,,Abuso / Menores
2001,4332,1,,Abuso / Menores
2001,4335,1,Jeffrey Epstein; Prince Andrew,Ámbito Legal
2001,4339,1,Jeffrey Epstein,Propiedades
2001,4393,3,Jeffrey Epstein,Ámbito Legal
2001,4404,1,Jeffrey Epstein; Ghislaine Maxwell,Propiedades
2001,4420,1,,Abuso / Menores
2001,4432,3,,Abuso / Menores
2001,4436,3,,Propiedades
2001,4445,1,,Ámbito Legal
2001,4446,1,,Ámbito Legal
2001,4447,4,Virginia Giuffre; Alan Dershowitz,Propiedades
2001,4448,4,Ghislaine Maxwell,Ámbito Legal
2001,4449,4,,Propiedades
2001,4450,4,Prince Andrew,Ámbito Legal
2001,4456,1,,Abuso / Menores
2001,4458,1,Alan Dershowitz,Propiedades
2001,4459,2,,Propiedades
2001,4462,2,,Ámbito Legal
2001,4463,1,,Abuso / Menores
2001,4477,7,Alan Dershowitz,Propiedades
2001,4479,1,,Propiedades
2001,4480,1,Bill Clinton,Propiedades
2001,4488,3,Ghislaine Maxwell,Abuso / Menores
2001,4490,1,Prince Andrew,Ámbito Legal
2001,4491,3,Ghislaine Maxwell; Prince Andrew,Abuso / Menores
2001,4499,1,,Ámbito Legal
2001,4507,2,Prince Andrew,Propiedades
2001,4511,1,Ghislaine Maxwell,Abuso / Menores
2002,169,1,Ghislaine Maxwell,Ámbito Legal
2002,228,1,,Propiedades
2002,296,2,,
2002,321,2,,
2002,322,1,,
2002,333,1,,
2002,334,1,,
2002,336,2,,
2002,352,1,,Ámbito Legal
2002,353,1,,Ámbito Legal
2002,385,2,,Ámbito Legal
2002,488,2,,Ámbito Legal
2002,601,1,,Ámbito Legal
2002,641,1,Jeffrey Epstein,Propiedades
2002,650,1,,Propiedades
2002,666,1,,Propiedades
2002,668,1,,
2002,671,1,Jeffrey Epstein,
2002,814,1,Ghislaine Maxwell,
2002,815,3,,
2002,818,1,Jeffrey Epstein; Annie Farmer,Ámbito Legal
2002,819,2,Bill Clinton,
