Pagina,Palabras,Menciones_Censuradas_REDACTED,Evasiones_Detectadas,Tipos_Evasion,Indicador_Positivo,Indicador_Negativo,Indice_Sentimiento,Clasificacion_Sentimiento,Hits_Propiedades,Hits_Aviones_Logistica,Hits_Abuso_Menores,Hits_Ambito_Legal,Tema_Dominante,Años_Mencionados,Personas_Presentes,Personas_Count,Fuente
1920,719,3,0,,3,5,-0.25,Negativo,0,1,12,0,Abuso / Menores,,Jeffrey Epstein; Ghislaine Maxwell; Alan Dershowitz,3,TXT Consolidado
1921,588,0,0,,3,1,0.5,Positivo,3,0,0,6,Ámbito Legal,2010; 2011,,0,TXT Consolidado
1922,20,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
1923,439,3,0,,0,0,0.0,Neutral,2,0,0,2,Propiedades,2009,Jeffrey Epstein,1,TXT Consolidado
1924,761,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,8,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
1925,782,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2005,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
1926,809,0,0,,0,0,0.0,Neutral,3,0,0,8,Ámbito Legal,2005,Jeffrey Epstein,1,TXT Consolidado
1927,577,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,6,Ámbito Legal,2009,,0,TXT Consolidado
1928,80,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
1929,192,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1999,,0,TXT Consolidado
1930,171,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
1931,265,1,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1993; 1995; 1997; 1999; 2002; 2008; 2011; 2013; 2014; 2016,,0,TXT Consolidado
