Pagina,Palabras,Menciones_Censuradas_REDACTED,Evasiones_Detectadas,Tipos_Evasion,Indicador_Positivo,Indicador_Negativo,Indice_Sentimiento,Clasificacion_Sentimiento,Hits_Propiedades,Hits_Aviones_Logistica,Hits_Abuso_Menores,Hits_Ambito_Legal,Tema_Dominante,Años_Mencionados,Personas_Presentes,Personas_Count,Fuente
4180,176,0,4,Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2011,,0,TXT Consolidado
4181,229,0,4,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2011,,0,TXT Consolidado
4182,203,0,2,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4183,226,0,1,Objection,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4184,232,0,0,,0,3,-1.0,Altamente Negativo,0,0,1,4,Ámbito Legal,,,0,TXT Consolidado
4185,190,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,2013,Virginia Giuffre,1,TXT Consolidado
4186,202,1,2,Objection,0,0,0.0,Neutral,0,0,0,4,Ámbito Legal,,,0,TXT Consolidado
4187,231,0,1,Objection,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
4188,202,0,1,Objection,0,0,0.0,Neutral,3,0,0,0,Propiedades,,Prince Andrew,1,TXT Consolidado
4189,231,0,1,Objection,0,1,-1.0,Altamente Negativo,1,0,0,0,Propiedades,2001; 2011,Prince Andrew,1,TXT Consolidado
4190,224,0,0,,0,0,0.0,Neutral,4,0,0,1,Propiedades,,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
4191,215,0,1,Objection,0,0,0.0,Neutral,2,0,0,0,Propiedades,,,0,TXT Consolidado
4192,223,0,0,,0,0,0.0,Neutral,1,0,2,0,Abuso / Menores,,,0,TXT Consolidado
4193,206,0,1,Objection,0,0,0.0,Neutral,3,0,0,0,Propiedades,,Jeffrey Epstein,1,TXT Consolidado
4194,180,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4195,208,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4196,190,0,2,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4197,186,0,2,Objection,0,0,0.0,Neutral,1,1,0,0,Propiedades,,,0,TXT Consolidado
4198,168,0,1,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4199,203,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,,,0,TXT Consolidado
4200,213,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4201,240,0,2,Objection,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,Alan Dershowitz,1,TXT Consolidado
4202,189,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
4203,184,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2015,Prince Andrew; Alan Dershowitz,2,TXT Consolidado
4204,251,0,1,I don't recall,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Alan Dershowitz,1,TXT Consolidado
4205,228,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,,,0,TXT Consolidado
4206,211,0,1,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4207,226,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,2015,,0,TXT Consolidado
4208,201,0,1,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4209,268,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
4210,248,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Prince Andrew,1,TXT Consolidado
4211,243,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Prince Andrew,1,TXT Consolidado
4212,221,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4213,240,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2011; 2013,,0,TXT Consolidado
4214,210,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,3,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4215,224,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2011; 2013; 2014,Alan Dershowitz,1,TXT Consolidado
4216,233,0,1,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2011; 2013; 2014,Alan Dershowitz,1,TXT Consolidado
4217,225,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2011,,0,TXT Consolidado
4218,208,0,0,,1,1,0.0,Neutral / Procedimental,0,0,1,1,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4219,203,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4220,225,0,1,Don't know,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4221,196,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4222,238,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4223,227,0,0,,0,2,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,,,0,TXT Consolidado
4224,215,0,2,Objection; Don't know,0,0,0.0,Neutral,0,0,0,5,Ámbito Legal,,,0,TXT Consolidado
4225,240,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,4,Ámbito Legal,2013,,0,TXT Consolidado
4226,233,0,1,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4227,229,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2013,,0,TXT Consolidado
4228,217,0,2,Objection,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
4229,215,3,0,,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4230,230,1,0,,0,2,-1.0,Altamente Negativo,0,0,2,1,Abuso / Menores,,,0,TXT Consolidado
4231,248,0,1,Objection,0,2,-1.0,Altamente Negativo,0,0,1,4,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4232,186,0,2,Objection,0,0,0.0,Neutral,0,0,2,1,Abuso / Menores,,,0,TXT Consolidado
4233,232,0,3,Objection,0,1,-1.0,Altamente Negativo,0,0,0,3,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4234,233,0,3,Objection,0,2,-1.0,Altamente Negativo,0,0,1,4,Ámbito Legal,,,0,TXT Consolidado
4235,245,0,2,Objection,0,1,-1.0,Altamente Negativo,0,0,1,2,Ámbito Legal,,Donald Trump,1,TXT Consolidado
4236,200,0,3,Objection,0,1,-1.0,Altamente Negativo,0,0,0,5,Ámbito Legal,,Jeffrey Epstein; Bill Clinton; Donald Trump,3,TXT Consolidado
4237,220,0,3,Objection,0,1,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4238,214,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,5,Ámbito Legal,,Alan Dershowitz; Al Gore,2,TXT Consolidado
4239,230,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,Al Gore; Kevin Spacey,2,TXT Consolidado
4240,225,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4241,253,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,,Jeffrey Epstein,1,TXT Consolidado
4242,239,0,0,,0,0,0.0,Neutral,0,0,3,0,Abuso / Menores,,,0,TXT Consolidado
4243,226,0,0,,0,0,0.0,Neutral,2,0,1,0,Propiedades,,,0,TXT Consolidado
4244,232,0,0,,0,0,0.0,Neutral,2,0,0,0,Propiedades,,,0,TXT Consolidado
4245,224,0,0,,0,0,0.0,Neutral,2,0,0,0,Propiedades,,,0,TXT Consolidado
4246,159,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Alan Dershowitz,1,TXT Consolidado
4247,202,0,0,,0,1,-1.0,Altamente Negativo,0,0,2,1,Abuso / Menores,,,0,TXT Consolidado
4248,202,0,2,Objection,0,1,-1.0,Altamente Negativo,0,0,1,1,Abuso / Menores,1999; 2002,,0,TXT Consolidado
4249,201,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
4250,240,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1999; 2002,,0,TXT Consolidado
4251,235,0,0,,0,0,0.0,Neutral,0,0,1,3,Ámbito Legal,2005,Bill Clinton; Donald Trump,2,TXT Consolidado
4252,192,0,5,Objection,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4253,180,0,0,,0,0,0.0,Neutral,0,0,1,2,Ámbito Legal,,Virginia Giuffre,1,TXT Consolidado
4254,206,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
4255,258,0,1,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4256,176,0,2,Objection,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,Alan Dershowitz,1,TXT Consolidado
4257,202,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4258,211,0,0,,1,2,-0.333,Altamente Negativo,0,0,0,1,Ámbito Legal,2015,,0,TXT Consolidado
4259,235,0,1,Objection,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4260,238,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,,,0,TXT Consolidado
4261,167,0,1,Objection,0,1,-1.0,Altamente Negativo,1,0,0,0,Propiedades,1999; 2002,,0,TXT Consolidado
4262,217,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4263,189,0,2,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4264,215,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
4265,245,0,1,Objection,0,1,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,2011; 2012,,0,TXT Consolidado
4266,223,0,1,Objection,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,Prince Andrew,1,TXT Consolidado
4267,193,0,3,Objection,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,2001; 2011,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
4268,226,0,1,Don't know,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2011; 2013,,0,TXT Consolidado
4269,231,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2011; 2013,,0,TXT Consolidado
4270,208,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4271,215,1,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4272,207,0,1,Don't know,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4273,210,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4274,217,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Alan Dershowitz,1,TXT Consolidado
4275,211,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4276,238,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Alan Dershowitz,1,TXT Consolidado
4277,219,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4278,251,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4279,211,0,0,,0,2,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4280,224,0,1,Objection,1,1,0.0,Neutral / Procedimental,0,0,1,1,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4281,199,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4282,240,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4283,217,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4284,206,0,1,Objection,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
4285,190,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Jeffrey Epstein; Alan Dershowitz,2,TXT Consolidado
4286,214,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
4287,191,0,3,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4288,188,0,1,Objection,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4289,207,0,1,Objection,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,,,0,TXT Consolidado
4290,241,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,,,0,TXT Consolidado
4291,181,0,6,Objection,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,,,0,TXT Consolidado
4292,176,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4293,203,0,2,Objection,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4294,195,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
4295,179,0,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
4296,115,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016; 2019,,0,TXT Consolidado
4297,217,0,0,,1,0,1.0,Positivo,0,0,0,4,Ámbito Legal,2016,,0,TXT Consolidado
4298,144,0,0,,0,0,0.0,Neutral,0,0,0,4,Ámbito Legal,,,0,TXT Consolidado
4299,127,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4300,127,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4301,195,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,2016,,0,TXT Consolidado
4302,169,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
4303,289,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
4304,286,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
4305,175,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
4306,21,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4307,112,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Ghislaine Maxwell,1,TXT Consolidado
4308,673,0,0,,1,0,1.0,Positivo,0,0,0,5,Ámbito Legal,2016,Ghislaine Maxwell; Virginia Giuffre,2,TXT Consolidado
4309,757,0,2,Objection,1,2,-0.333,Altamente Negativo,0,0,3,3,Abuso / Menores,,,0,TXT Consolidado
4310,753,0,0,,2,1,0.333,Positivo,0,0,0,0,Sin tema dominante,1992; 2002; 2003; 2008; 2009,,0,TXT Consolidado
4311,747,0,0,,1,1,0.0,Neutral / Procedimental,1,0,3,4,Ámbito Legal,2000,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
4312,713,0,1,Objection,1,4,-0.6,Altamente Negativo,1,0,5,4,Abuso / Menores,1992; 2009,Jeffrey Epstein,1,TXT Consolidado
4313,742,2,0,,4,2,0.333,Positivo,0,0,9,3,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4314,784,1,0,,1,3,-0.5,Altamente Negativo,3,0,5,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4315,801,0,0,,2,1,0.333,Positivo,0,0,10,1,Abuso / Menores,,,0,TXT Consolidado
4316,732,0,0,,3,1,0.5,Positivo,0,0,0,5,Ámbito Legal,2011,Jeffrey Epstein,1,TXT Consolidado
4317,676,0,0,,3,2,0.2,Neutral / Procedimental,1,0,0,1,Propiedades,,Jeffrey Epstein,1,TXT Consolidado
4318,721,0,1,Objection,1,1,0.0,Neutral / Procedimental,1,0,0,1,Propiedades,,,0,TXT Consolidado
4319,662,0,2,Objection,1,2,-0.333,Altamente Negativo,0,2,2,0,Logística / Aviones,,Jeffrey Epstein,1,TXT Consolidado
4320,700,0,1,Objection,1,4,-0.6,Altamente Negativo,0,0,12,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4321,670,0,0,,2,3,-0.2,Negativo,0,0,1,3,Ámbito Legal,,Jeffrey Epstein; Annie Farmer,2,TXT Consolidado
4322,675,0,5,Objection,3,2,0.2,Neutral / Procedimental,0,0,4,0,Abuso / Menores,,Johanna Sjoberg,1,TXT Consolidado
4323,646,0,3,Objection,2,2,0.0,Neutral / Procedimental,0,0,1,0,Abuso / Menores,,Prince Andrew; Annie Farmer,2,TXT Consolidado
4324,671,0,3,Objection,1,2,-0.333,Altamente Negativo,0,0,2,0,Abuso / Menores,2001; 2002,,0,TXT Consolidado
4325,730,0,5,Objection,1,1,0.0,Neutral / Procedimental,5,0,0,4,Propiedades,,,0,TXT Consolidado
4326,716,0,5,Objection,1,1,0.0,Neutral / Procedimental,3,0,3,1,Propiedades,,Jeffrey Epstein,1,TXT Consolidado
4327,728,0,9,Objection,1,0,1.0,Positivo,1,0,3,0,Abuso / Menores,,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
4328,759,2,5,Objection; Don't know,1,3,-0.5,Altamente Negativo,0,0,11,5,Abuso / Menores,2004; 2005; 2009,Jeffrey Epstein,1,TXT Consolidado
4329,745,1,2,Objection,1,2,-0.333,Altamente Negativo,2,0,6,1,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4330,719,0,4,Objection; Don't know,1,3,-0.5,Altamente Negativo,1,0,9,1,Abuso / Menores,2004,Jeffrey Epstein,1,TXT Consolidado
4331,804,0,3,Objection,1,2,-0.333,Altamente Negativo,0,0,19,0,Abuso / Menores,1992; 2000; 2009,,0,TXT Consolidado
4332,693,0,5,Objection,2,2,0.0,Neutral / Procedimental,0,0,11,0,Abuso / Menores,1991; 1992; 2001,,0,TXT Consolidado
4333,732,0,2,Objection,1,1,0.0,Neutral / Procedimental,0,5,0,0,Logística / Aviones,2002,,0,TXT Consolidado
4334,740,0,5,Objection; Don't know,1,1,0.0,Neutral / Procedimental,0,0,0,3,Ámbito Legal,2002,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
4335,700,0,1,Objection,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2001,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
4336,718,0,4,Objection; Don't know,1,2,-0.333,Altamente Negativo,2,0,1,1,Propiedades,,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
4337,768,0,2,Objection,1,1,0.0,Neutral / Procedimental,2,0,0,2,Propiedades,,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
4338,805,0,4,Objection,1,1,0.0,Neutral / Procedimental,4,0,0,3,Propiedades,1999; 2005,Jeffrey Epstein,1,TXT Consolidado
4339,717,0,3,Objection,1,1,0.0,Neutral / Procedimental,5,0,0,2,Propiedades,2001,Jeffrey Epstein,1,TXT Consolidado
4340,666,0,1,Objection,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,,Bill Clinton,1,TXT Consolidado
4341,706,0,1,Objection,1,0,1.0,Positivo,1,0,0,0,Propiedades,,Jeffrey Epstein; Bill Clinton,2,TXT Consolidado
4342,703,0,1,Objection,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
4343,686,0,1,Objection,1,0,1.0,Positivo,1,0,0,3,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4344,779,0,1,Objection,1,0,1.0,Positivo,1,0,0,2,Ámbito Legal,,,0,TXT Consolidado
4345,760,0,5,Objection; Don't know,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
4346,711,1,7,I don't recall; Objection,1,1,0.0,Neutral / Procedimental,5,0,1,1,Propiedades,2003,,0,TXT Consolidado
4347,712,0,6,Objection,2,1,0.333,Positivo,0,0,0,1,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4348,745,2,6,Objection,1,2,-0.333,Altamente Negativo,0,0,5,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4349,765,2,7,Objection; Don't know,2,3,-0.2,Negativo,0,0,2,0,Abuso / Menores,2005,Jeffrey Epstein,1,TXT Consolidado
4350,712,0,9,Objection,1,4,-0.6,Altamente Negativo,0,0,6,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4351,759,0,1,Objection,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
4352,714,1,2,Objection,1,3,-0.5,Altamente Negativo,0,0,2,3,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4353,786,0,1,Objection,2,5,-0.429,Altamente Negativo,0,0,3,1,Abuso / Menores,2009,Jeffrey Epstein,1,TXT Consolidado
4354,755,0,5,Objection,1,1,0.0,Neutral / Procedimental,5,0,3,0,Propiedades,2003,Jeffrey Epstein,1,TXT Consolidado
4355,767,0,1,Objection,2,1,0.333,Positivo,2,0,8,1,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4356,772,0,2,Objection,1,3,-0.5,Altamente Negativo,0,0,3,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4357,708,0,6,Objection; Don't know,1,2,-0.333,Altamente Negativo,0,0,1,0,Abuso / Menores,2015,Jeffrey Epstein,1,TXT Consolidado
4358,730,0,9,Objection,2,2,0.0,Neutral / Procedimental,0,0,8,0,Abuso / Menores,2015,Jeffrey Epstein,1,TXT Consolidado
4359,763,0,4,Objection,1,3,-0.5,Altamente Negativo,0,0,0,1,Ámbito Legal,2015,,0,TXT Consolidado
4360,804,2,2,Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell; Alan Dershowitz,2,TXT Consolidado
4361,759,0,1,Objection,1,1,0.0,Neutral / Procedimental,1,0,1,2,Ámbito Legal,,,0,TXT Consolidado
4362,735,0,5,Objection,2,1,0.333,Positivo,0,0,17,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4363,784,0,4,Objection,2,3,-0.2,Negativo,0,0,17,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4364,849,0,1,Objection,2,2,0.0,Neutral / Procedimental,0,0,3,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4365,800,0,1,Don't know,1,1,0.0,Neutral / Procedimental,0,2,0,0,Logística / Aviones,,Prince Andrew; Al Gore,2,TXT Consolidado
4366,741,0,5,Objection,1,2,-0.333,Altamente Negativo,0,0,3,1,Abuso / Menores,,Prince Andrew,1,TXT Consolidado
4367,744,0,6,Objection,1,5,-0.667,Altamente Negativo,1,0,10,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4368,745,0,6,Objection,1,2,-0.333,Altamente Negativo,2,0,0,0,Propiedades,,Jeffrey Epstein,1,TXT Consolidado
4369,808,0,2,Objection,2,1,0.333,Positivo,2,0,3,0,Abuso / Menores,,,0,TXT Consolidado
4370,736,0,9,Objection,1,3,-0.5,Altamente Negativo,0,0,11,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4371,699,0,7,Objection,1,3,-0.5,Altamente Negativo,0,0,6,0,Abuso / Menores,2002,,0,TXT Consolidado
4372,683,0,7,Objection,1,1,0.0,Neutral / Procedimental,0,0,0,5,Ámbito Legal,2002,,0,TXT Consolidado
4373,725,0,5,Objection,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4374,691,0,3,Objection,1,1,0.0,Neutral / Procedimental,0,0,3,2,Abuso / Menores,,Jeffrey Epstein; Kevin Spacey,2,TXT Consolidado
4375,697,0,5,Objection; Don't know,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2002; 2003; 2015,Jeffrey Epstein,1,TXT Consolidado
4376,710,0,8,Objection; Don't know,2,2,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
4377,699,0,7,Objection,2,1,0.333,Positivo,0,0,5,1,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
4378,750,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2000,,0,TXT Consolidado
4379,723,0,6,Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Prince Andrew,1,TXT Consolidado
4380,686,0,7,I don't recall; Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Jeffrey Epstein; Prince Andrew; Johanna Sjoberg,3,TXT Consolidado
4381,720,0,2,Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,1991; 2014; 2015,Jeffrey Epstein,1,TXT Consolidado
4382,736,0,6,Objection,1,4,-0.6,Altamente Negativo,1,0,2,1,Abuso / Menores,2014,Jeffrey Epstein; Bill Clinton; Alan Dershowitz,3,TXT Consolidado
4383,694,0,7,I don't recall; Objection,2,1,0.333,Positivo,0,0,4,0,Abuso / Menores,,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
4384,684,0,6,Objection,1,2,-0.333,Altamente Negativo,0,0,0,0,Sin tema dominante,,Jeffrey Epstein; Johanna Sjoberg,2,TXT Consolidado
4385,712,0,4,Objection,2,0,1.0,Positivo,1,0,0,1,Propiedades,2004; 2005,Jeffrey Epstein,1,TXT Consolidado
4386,750,0,5,Objection,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
4387,730,0,6,Objection,1,0,1.0,Positivo,0,0,3,3,Abuso / Menores,2004; 2005,,0,TXT Consolidado
4388,719,0,7,Objection,1,0,1.0,Positivo,0,0,9,2,Abuso / Menores,,,0,TXT Consolidado
4389,683,0,7,Objection,2,3,-0.2,Negativo,0,0,2,0,Abuso / Menores,2004; 2005,,0,TXT Consolidado
4390,733,0,5,Objection,2,2,0.0,Neutral / Procedimental,0,0,2,0,Abuso / Menores,2004; 2005,Jeffrey Epstein,1,TXT Consolidado
4391,708,0,11,Objection,1,4,-0.6,Altamente Negativo,0,0,1,4,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
4392,727,0,4,Objection,2,1,0.333,Positivo,0,0,0,2,Ámbito Legal,1999,Jeffrey Epstein,1,TXT Consolidado
4393,719,0,1,Objection,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,2000; 2001; 2002; 2011,Jeffrey Epstein,1,TXT Consolidado
4394,745,0,5,Objection; Don't know,2,2,0.0,Neutral / Procedimental,0,0,0,1,Ámbito Legal,2011; 2015,,0,TXT Consolidado
